ID,Name,Score
"map<uint32, Item>",string,int32
Item ID,Item name,Item score
1,item1,100
2,item2,200
3,item3,300
4,item4,400
5,item5,500
6,item6,600
7,item7,700
8,item8,800
9,item9,900
10,item10,1000
11,item11,1100
12,item12,1200
13,item13,1300
14,item14,1400
15,item15,1500
16,item16,1600
17,item17,1700
18,item18,1800
19,item19,1900
20,item20,2000
21,item21,2100
22,item22,2200
23,item23,2300
24,item24,2400
25,item25,2500
26,item26,2600
27,item27,2700
28,item28,2800
29,item29,2900
30,item30,3000
31,item31,3100
32,item32,3200
33,item33,3300
34,item34,3400
35,item35,3500
36,item36,3600
37,item37,3700
38,item38,3800
39,item39,3900
40,item40,4000
41,item41,4100
42,item42,4200
43,item43,4300
44,item44,4400
45,item45,4500
46,item46,4600
47,item47,4700
48,item48,4800
49,item49,4900
50,item50,5000
51,item51,5100
52,item52,5200
53,item53,5300
54,item54,5400
55,item55,5500
56,item56,5600
57,item57,5700
58,item58,5800
59,item59,5900
60,item60,6000
61,item61,6100
62,item62,6200
63,item63,6300
64,item64,6400
65,item65,6500
66,item66,6600
67,item67,6700
68,item68,6800
69,item69,6900
70,item70,7000
71,item71,7100
72,item72,7200
73,item73,7300
74,item74,7400
75,item75,7500
76,item76,7600
77,item77,7700
78,item78,7800
79,item79,7900
80,item80,8000
81,item81,8100
82,item82,8200
83,item83,8300
84,item84,8400
85,item85,8500
86,item86,8600
87,item87,8700
88,item88,8800
89,item89,8900
90,item90,9000
91,item91,9100
92,item92,9200
93,item93,9300
94,item94,9400
95,item95,9500
96,item96,9600
97,item97,9700
98,item98,9800
99,item99,9900
100,item100,10000
101,item101,10100
102,item102,10200
103,item103,10300
104,item104,10400
105,item105,10500
106,item106,10600
107,item107,10700
108,item108,10800
109,item109,10900
110,item110,11000
111,item111,11100
112,item112,11200
113,item113,11300
114,item114,11400
115,item115,11500
116,item116,11600
117,item117,11700
118,item118,11800
119,item119,11900
120,item120,12000
121,item121,12100
122,item122,12200
123,item123,12300
124,item124,12400
125,item125,12500
126,item126,12600
127,item127,12700
128,item128,12800
129,item129,12900
130,item130,13000
131,item131,13100
132,item132,13200
133,item133,13300
134,item134,13400
135,item135,13500
136,item136,13600
137,item137,13700
138,item138,13800
139,item139,13900
140,item140,14000
141,item141,14100
142,item142,14200
143,item143,14300
144,item144,14400
145,item145,14500
146,item146,14600
147,item147,14700
148,item148,14800
149,item149,14900
150,item150,15000
151,item151,15100
152,item152,15200
153,item153,15300
154,item154,15400
155,item155,15500
156,item156,15600
157,item157,15700
158,item158,15800
159,item159,15900
160,item160,16000
161,item161,16100
162,item162,16200
163,item163,16300
164,item164,16400
165,item165,16500
166,item166,16600
167,item167,16700
168,item168,16800
169,item169,16900
170,item170,17000
171,item171,17100
172,item172,17200
173,item173,17300
174,item174,17400
175,item175,17500
176,item176,17600
177,item177,17700
178,item178,17800
179,item179,17900
180,item180,18000
181,item181,18100
182,item182,18200
183,item183,18300
184,item184,18400
185,item185,18500
186,item186,18600
187,item187,18700
188,item188,18800
189,item189,18900
190,item190,19000
191,item191,19100
192,item192,19200
193,item193,19300
194,item194,19400
195,item195,19500
196,item196,19600
197,item197,19700
198,item198,19800
199,item199,19900
200,item200,20000
201,item201,20100
202,item202,20200
203,item203,20300
204,item204,20400
205,item205,20500
206,item206,20600
207,item207,20700
208,item208,20800
209,item209,20900
210,item210,21000
211,item211,21100
212,item212,21200
213,item213,21300
